site_number,site,gacc,state,grup,lat,lng,active,currency,url
326,Tyler Foote,NOCC,CA,CalFire Nevada-Yuba Unit,39.330555555556,-121.11222222222,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Tyler Foote&gacc=NOCC&state=CA&grup=CalFire Nevada-Yuba Unit
327,Upper Ojai Valley,SOCC,CA,Ventura County FD,34.441388888889,-119.09833333333,0,2,http://www.wfas.net/nfmd/public/download_site_data.php?site=Upper Ojai Valley&gacc=SOCC&state=CA&grup=Ventura County FD
328,upper oso,SOCC,CA,Los Padres NF,34.554166666667,-119.76722222222,0,2,http://www.wfas.net/nfmd/public/download_site_data.php?site=upper oso&gacc=SOCC&state=CA&grup=Los Padres NF
329,USBOR,NOCC,CA,CalFire Nevada-Yuba Unit,38.923333333333,-121.02527777778,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=USBOR&gacc=NOCC&state=CA&grup=CalFire Nevada-Yuba Unit
330,Vallecito,SOCC,CA,PGE-SOCC,38.102222222222,-120.45388888889,0,2,http://www.wfas.net/nfmd/public/download_site_data.php?site=Vallecito&gacc=SOCC&state=CA&grup=PGE-SOCC
331,Valley,SOCC,CA,Camp Pendleton,33.338055555556,-117.31472222222,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Valley&gacc=SOCC&state=CA&grup=Camp Pendleton
332,Valley Springs,SOCC,CA,CDF Toulumne-Calaveras Unit,38.114722222222,-120.79,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Valley Springs&gacc=SOCC&state=CA&grup=CDF Toulumne-Calaveras Unit
333,Walker Ridge,NOCC,CA,CalFire Lake Napa Unit,39.035555555556,-122.45472222222,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Walker Ridge&gacc=NOCC&state=CA&grup=CalFire Lake Napa Unit
334,Warner Springs Station,SOCC,CA,CDF San Diego Unit,33.271666666667,-116.63888888889,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Warner Springs Station&gacc=SOCC&state=CA&grup=CDF San Diego Unit
335,Wawona - New,SOCC,CA,Yosemite NP,37.563055555556,-119.69333333333,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Wawona - New&gacc=SOCC&state=CA&grup=Yosemite NP
336,Wawona - Old,SOCC,CA,Yosemite NP,37.563055555556,-119.69333333333,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Wawona - Old&gacc=SOCC&state=CA&grup=Yosemite NP
337,Weaverville New Growth,NOCC,CA,CalFire Shasta-Trinity Unit,40.727777777778,-122.92611111111,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Weaverville New Growth&gacc=NOCC&state=CA&grup=CalFire Shasta-Trinity Unit
338,Weaverville Old Growth,NOCC,CA,CalFire Shasta-Trinity Unit,40.728333333333,-122.92611111111,0,1,http://www.wfas.net/nfmd/public/download_site_data.php?site=Weaverville Old Growth&gacc=NOCC&state=CA&grup=CalFire Shasta-Trinity Unit
339,Weed Mill Site,NOCC,CA,CalFire Siskiyou Unit,41.435277777778,-122.35722222222,0,2,http://www.wfas.net/nfmd/public/download_site_data.php?site=Weed Mill Site&gacc=NOCC&state=CA&grup=CalFire Siskiyou Unit
340,West Gaviota,SOCC,CA,Santa Barbara County FD,34.489722222222,-120.36,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=West Gaviota&gacc=SOCC&state=CA&grup=Santa Barbara County FD
341,West of Old Man CG,NOCC,CA,Shasta-Trinity NF,40.862777777778,-122.43694444444,1,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=West of Old Man CG&gacc=NOCC&state=CA&grup=Shasta-Trinity NF
342,Whaleback Mtn,NOCC,CA,Lassen NF,40.617222222222,-120.87222222222,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Whaleback Mtn&gacc=NOCC&state=CA&grup=Lassen NF
343,Whiskeytown,NOCC,CA,Whiskeytown NRA,40.65,-122.58333333333,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Whiskeytown&gacc=NOCC&state=CA&grup=Whiskeytown NRA
344,White Star,SOCC,CA,CDF San Diego Unit,32.646944444444,-116.31666666667,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=White Star&gacc=SOCC&state=CA&grup=CDF San Diego Unit
345,Woolsey Canyon,SOCC,CA,LA County,34.2325,-118.66583333333,1,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Woolsey Canyon&gacc=SOCC&state=CA&grup=LA County
346,Yolla Bolla,NOCC,CA,Shasta-Trinity NF,40.3375,-123.06555555556,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Yolla Bolla&gacc=NOCC&state=CA&grup=Shasta-Trinity NF
347,Yosemite Valley,SOCC,CA,Yosemite NP,37.721944444444,-119.60416666667,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Yosemite Valley&gacc=SOCC&state=CA&grup=Yosemite NP
348,Yucca,SOCC,CA,Sequoia-Kings NP,36.492222222222,-118.82944444444,0,1,http://www.wfas.net/nfmd/public/download_site_data.php?site=Yucca&gacc=SOCC&state=CA&grup=Sequoia-Kings NP
349,Ziegler,NOCC,CA,Six Rivers NF,40.893055555556,-123.51805555556,0,3,http://www.wfas.net/nfmd/public/download_site_data.php?site=Ziegler&gacc=NOCC&state=CA&grup=Six Rivers NF
